,dt,dt_iso,timezone,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month
17,1483290000,2017-01-01 17:00:00,0,53.345035,-6.267261,4.39,9999.0,1.25,0.04,4.36,5.56,1026,80,6.2,350,75,803,1,2,1,1
18,1483293600,2017-01-01 18:00:00,0,53.345035,-6.267261,4.39,9999.0,1.25,0.53,4.36,4.56,1027,80,5.1,340,75,803,1,2,1,1
19,1483297200,2017-01-01 19:00:00,0,53.345035,-6.267261,4.39,9999.0,1.25,0.25,4.36,4.56,1027,80,5.7,360,75,803,1,2,1,1
20,1483300800,2017-01-01 20:00:00,0,53.345035,-6.267261,4.39,9999.0,1.25,0.25,4.36,4.56,1028,80,5.7,340,75,520,0,5,7,1
21,1483304400,2017-01-01 21:00:00,0,53.345035,-6.267261,5.39,9999.0,0.37,0.62,4.53,5.41,1028,70,8.2,30,75,803,1,2,1,1
22,1483308000,2017-01-01 22:00:00,0,53.345035,-6.267261,5.39,9999.0,1.32,1.12,5.36,5.56,1029,75,6.7,30,75,520,0,5,7,1
23,1483311600,2017-01-01 23:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,0.29,5.36,5.56,1030,80,9.3,30,75,803,1,2,1,1
24,1483315200,2017-01-02 00:00:00,0,53.345035,-6.267261,5.39,9999.0,1.32,0.78,5.36,5.56,1031,75,7.7,20,75,520,0,5,7,1
25,1483318800,2017-01-02 01:00:00,0,53.345035,-6.267261,5.39,9999.0,1.32,1.31,5.36,5.56,1031,75,6.2,20,75,803,1,2,1,1
26,1483322400,2017-01-02 02:00:00,0,53.345035,-6.267261,5.39,9999.0,1.32,1.12,5.36,5.56,1031,75,6.7,30,40,802,1,3,2,1
27,1483326000,2017-01-02 03:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,0.53,4.36,4.56,1032,75,5.1,20,40,802,1,3,2,1
28,1483329600,2017-01-02 04:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.54,-0.18,3.36,3.56,1032,75,4.1,20,20,801,1,4,3,1
29,1483333200,2017-01-02 05:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-1.08,2.36,2.56,1033,80,3.6,350,20,801,1,4,3,1
30,1483336800,2017-01-02 06:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-3.12,0.36,1.56,1033,86,3.1,300,20,801,1,4,3,1
31,1483340400,2017-01-02 07:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-4.49,0.36,0.56,1033,86,5.1,330,20,801,1,4,3,1
32,1483344000,2017-01-02 08:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-3.52,-1.47,0.41,1033,86,3.6,310,20,801,1,4,3,1
33,1483347600,2017-01-02 09:00:00,0,53.345035,-6.267261,-0.61,9999.0,-2.42,-5.1,-2.47,-0.59,1034,86,4.1,320,20,801,1,4,4,1
34,1483351200,2017-01-02 10:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-4.19,-0.47,0.41,1034,86,4.6,320,20,801,1,4,4,1
35,1483354800,2017-01-02 11:00:00,0,53.345035,-6.267261,2.39,9999.0,-1.4,-1.41,0.53,2.41,1034,75,4.1,320,20,801,1,4,4,1
36,1483358400,2017-01-02 12:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.54,-0.18,2.53,3.41,1034,75,4.1,310,20,801,1,4,4,1
37,1483362000,2017-01-02 13:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,1.05,3.53,4.41,1033,75,4.1,310,20,801,1,4,4,1
38,1483365600,2017-01-02 14:00:00,0,53.345035,-6.267261,4.39,9999.0,1.25,1.05,4.36,4.56,1033,80,4.1,300,20,801,1,4,4,1
39,1483369200,2017-01-02 15:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,0.78,3.53,4.41,1033,75,4.6,300,20,801,1,4,4,1
40,1483372800,2017-01-02 16:00:00,0,53.345035,-6.267261,2.39,9999.0,0.29,-1.08,1.53,2.41,1033,86,3.6,280,20,801,1,4,4,1
41,1483376400,2017-01-02 17:00:00,0,53.345035,-6.267261,2.39,9999.0,0.45,-1.08,-0.47,2.41,1033,87,3.6,260,20,801,1,4,3,1
42,1483380000,2017-01-02 18:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-2.95,-0.47,1.41,1033,93,4.6,260,20,801,1,4,3,1
43,1483383600,2017-01-02 19:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-3.23,-0.47,1.41,1033,86,5.1,270,20,801,1,4,3,1
44,1483387200,2017-01-02 20:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.54,-4.19,-0.47,0.41,1033,93,4.6,270,20,801,1,4,3,1
45,1483390800,2017-01-02 21:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-4.19,-0.47,0.41,1033,92,4.6,250,20,801,1,4,3,1
46,1483394400,2017-01-02 22:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-2.64,-0.47,1.41,1033,86,4.1,250,20,801,1,4,3,1
47,1483398000,2017-01-02 23:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-2.95,-0.47,1.41,1033,86,4.6,270,20,801,1,4,3,1
48,1483401600,2017-01-03 00:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-2.95,-0.47,1.41,1033,86,4.6,250,20,801,1,4,3,1
49,1483405200,2017-01-03 01:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.54,-4.49,-0.47,0.41,1032,93,5.1,250,20,801,1,4,3,1
50,1483408800,2017-01-03 02:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-4.49,0.36,0.56,1032,92,5.1,270,20,801,1,4,3,1
51,1483412400,2017-01-03 03:00:00,0,53.345035,-6.267261,-0.61,9999.0,-0.61,-5.44,-0.64,0.56,1031,100,4.6,260,20,801,1,4,3,1
52,1483416000,2017-01-03 04:00:00,0,53.345035,-6.267261,-0.61,9999.0,-0.61,-5.44,-0.64,1.56,1031,100,4.6,260,20,801,1,4,3,1
53,1483419600,2017-01-03 05:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.54,-4.19,0.36,1.56,1031,93,4.6,270,75,500,0,1,0,1
54,1483423200,2017-01-03 06:00:00,0,53.345035,-6.267261,0.39,9999.0,0.39,-3.87,0.36,2.56,1031,100,4.1,250,75,803,1,2,1,1
55,1483426800,2017-01-03 07:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-3.54,1.36,2.56,1030,93,5.7,250,75,803,1,2,1,1
56,1483430400,2017-01-03 08:00:00,0,53.345035,-6.267261,2.38,9999.0,0.91,-2.52,-0.46,3.56,1030,90,6.2,270,75,803,1,2,1,1
57,1483434000,2017-01-03 09:00:00,0,53.345035,-6.267261,2.92,9999.0,1.44,-1.83,-0.46,3.56,1030,90,6.2,260,75,803,1,2,6,1
58,1483437600,2017-01-03 10:00:00,0,53.345035,-6.267261,3.39,9999.0,1.44,-0.47,3.36,3.56,1030,87,4.6,250,75,803,1,2,6,1
59,1483441200,2017-01-03 11:00:00,0,53.345035,-6.267261,3.39,9999.0,1.27,-1.23,3.36,4.56,1030,86,6.2,260,75,803,1,2,6,1
60,1483444800,2017-01-03 12:00:00,0,53.345035,-6.267261,4.39,9999.0,1.42,-0.16,4.36,4.56,1030,81,6.7,260,75,803,1,2,6,1
61,1483448400,2017-01-03 13:00:00,0,53.345035,-6.267261,4.39,9999.0,2.26,-0.34,4.36,4.56,1029,86,7.2,260,75,803,1,2,6,1
62,1483452000,2017-01-03 14:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,0.78,5.36,5.56,1029,80,7.7,260,75,803,1,2,6,1
63,1483455600,2017-01-03 15:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,1.12,5.36,5.56,1028,80,6.7,260,75,803,1,2,6,1
64,1483459200,2017-01-03 16:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,0.62,5.36,5.56,1028,80,8.2,260,75,803,1,2,6,1
65,1483462800,2017-01-03 17:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,0.94,5.36,5.56,1028,80,7.2,260,75,803,1,2,1,1
66,1483466400,2017-01-03 18:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,1.12,5.36,5.56,1028,80,6.7,260,75,803,1,2,1,1
67,1483470000,2017-01-03 19:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,0.62,5.36,5.56,1028,86,8.2,270,75,803,1,2,1,1
68,1483473600,2017-01-03 20:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,0.94,5.36,5.56,1028,86,7.2,260,75,803,1,2,1,1
69,1483477200,2017-01-03 21:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,1.12,5.36,5.56,1028,86,6.7,260,75,803,1,2,1,1
70,1483480800,2017-01-03 22:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,5.36,5.56,1028,93,5.7,260,75,803,1,2,1,1
71,1483484400,2017-01-03 23:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,4.53,5.41,1028,93,5.7,260,75,500,0,1,0,1
72,1483488000,2017-01-04 00:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,4.53,5.41,1028,93,5.7,260,75,500,0,1,0,1
73,1483491600,2017-01-04 01:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.31,4.53,5.41,1028,93,6.2,260,75,500,0,1,0,1
74,1483495200,2017-01-04 02:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,5.36,5.56,1027,93,5.7,270,75,803,1,2,1,1
75,1483498800,2017-01-04 03:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.31,5.36,5.56,1028,93,6.2,270,75,803,1,2,1,1
76,1483502400,2017-01-04 04:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,5.36,5.56,1028,93,5.7,270,75,803,1,2,1,1
77,1483506000,2017-01-04 05:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.78,5.36,5.56,1027,93,5.1,260,75,803,1,2,1,1
78,1483509600,2017-01-04 06:00:00,0,53.345035,-6.267261,4.39,9999.0,3.36,0.53,4.36,5.56,1028,93,5.1,270,75,803,1,2,1,1
79,1483513200,2017-01-04 07:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.31,4.53,5.41,1028,93,6.2,270,75,803,1,2,1,1
80,1483516800,2017-01-04 08:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.78,4.53,5.41,1028,93,5.1,280,75,803,1,2,1,1
81,1483520400,2017-01-04 09:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.31,4.53,5.41,1028,93,6.2,290,75,701,2,6,8,1
82,1483524000,2017-01-04 10:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,1.51,5.36,5.56,1029,93,5.7,290,75,701,2,6,8,1
83,1483527600,2017-01-04 11:00:00,0,53.345035,-6.267261,5.39,3500.0,5.39,2.28,5.36,5.56,1029,100,4.1,290,75,701,2,6,8,1
84,1483531200,2017-01-04 12:00:00,0,53.345035,-6.267261,6.39,3000.0,5.34,3.26,5.53,6.41,1029,93,4.6,280,75,701,2,6,8,1
85,1483534800,2017-01-04 13:00:00,0,53.345035,-6.267261,6.39,9999.0,5.34,3.51,5.53,6.41,1029,93,4.1,280,75,300,3,7,9,1
86,1483538400,2017-01-04 14:00:00,0,53.345035,-6.267261,6.39,9999.0,5.34,4.11,6.36,6.56,1029,93,3.1,280,75,300,3,7,9,1
87,1483542000,2017-01-04 15:00:00,0,53.345035,-6.267261,6.39,8000.0,5.34,4.11,6.36,6.56,1029,93,3.1,300,75,300,3,7,9,1
88,1483545600,2017-01-04 16:00:00,0,53.345035,-6.267261,4.39,9000.0,3.36,1.7,4.36,6.56,1029,93,3.1,290,40,802,1,3,5,1
89,1483549200,2017-01-04 17:00:00,0,53.345035,-6.267261,2.39,9999.0,1.38,0.22,2.36,5.56,1030,93,2.1,320,75,803,1,2,1,1
90,1483552800,2017-01-04 18:00:00,0,53.345035,-6.267261,2.39,9999.0,0.29,-0.28,2.36,4.56,1030,86,2.6,350,75,803,1,2,1,1
91,1483556400,2017-01-04 19:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-0.95,1.36,2.56,1030,93,2.1,330,75,803,1,2,1,1
92,1483560000,2017-01-04 20:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,0.39,0.36,2.56,1030,92,1.0,0,75,803,1,2,1,1
93,1483563600,2017-01-04 21:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,1.39,1.36,1.56,1030,93,1.0,0,75,803,1,2,1,1
94,1483567200,2017-01-04 22:00:00,0,53.345035,-6.267261,2.39,9999.0,0.45,2.39,-0.47,2.41,1031,87,1.0,0,75,803,1,2,1,1
95,1483570800,2017-01-04 23:00:00,0,53.345035,-6.267261,1.54,9999.0,0.53,-0.78,0.53,2.44,1031,93,2.1,20,75,803,1,2,1,1
96,1483574400,2017-01-05 00:00:00,0,53.345035,-6.267261,2.54,9999.0,1.07,1.14,1.53,3.41,1031,90,1.5,0,90,804,1,8,1,1
97,1483578000,2017-01-05 01:00:00,0,53.345035,-6.267261,2.54,9999.0,1.52,2.54,1.53,3.41,1031,93,1.0,120,90,804,1,8,1,1
98,1483581600,2017-01-05 02:00:00,0,53.345035,-6.267261,3.0,9999.0,1.98,0.93,0.94,3.41,1031,93,2.1,120,90,804,1,8,1,1
99,1483585200,2017-01-05 03:00:00,0,53.345035,-6.267261,2.08,9999.0,0.61,-0.15,0.53,3.41,1031,90,2.1,110,75,803,1,2,1,1
100,1483588800,2017-01-05 04:00:00,0,53.345035,-6.267261,4.39,9999.0,1.42,2.09,1.53,4.41,1031,81,2.6,110,75,803,1,2,1,1
101,1483592400,2017-01-05 05:00:00,0,53.345035,-6.267261,3.39,9999.0,1.44,2.11,-0.47,3.41,1031,87,1.5,160,90,804,1,8,1,1
102,1483596000,2017-01-05 06:00:00,0,53.345035,-6.267261,4.39,9999.0,1.42,2.55,2.53,4.41,1031,81,2.1,170,90,804,1,8,1,1
103,1483599600,2017-01-05 07:00:00,0,53.345035,-6.267261,4.39,9999.0,1.42,2.09,1.53,4.41,1031,81,2.6,170,75,803,1,2,1,1
104,1483603200,2017-01-05 08:00:00,0,53.345035,-6.267261,3.39,9999.0,1.44,0.49,1.53,3.41,1031,87,3.1,160,75,803,1,2,1,1
105,1483606800,2017-01-05 09:00:00,0,53.345035,-6.267261,4.39,9999.0,2.42,1.7,2.53,4.41,1031,87,3.1,140,75,803,1,2,6,1
106,1483610400,2017-01-05 10:00:00,0,53.345035,-6.267261,4.39,9999.0,2.26,2.09,3.53,4.41,1031,86,2.6,170,75,803,1,2,6,1
107,1483614000,2017-01-05 11:00:00,0,53.345035,-6.267261,6.39,9999.0,3.37,4.47,4.53,6.41,1031,81,2.6,230,75,803,1,2,6,1
108,1483617600,2017-01-05 12:00:00,0,53.345035,-6.267261,7.39,9999.0,2.28,5.66,5.53,7.41,1031,70,2.6,190,75,803,1,2,6,1
109,1483621200,2017-01-05 13:00:00,0,53.345035,-6.267261,7.39,9999.0,3.44,5.31,6.53,7.41,1030,76,3.1,150,75,803,1,2,6,1
110,1483624800,2017-01-05 14:00:00,0,53.345035,-6.267261,7.92,9999.0,4.33,4.95,7.36,8.56,1030,78,5.1,140,75,803,1,2,6,1
111,1483628400,2017-01-05 15:00:00,0,53.345035,-6.267261,7.92,9999.0,4.87,4.53,7.36,8.56,1030,81,6.2,140,75,803,1,2,6,1
112,1483632000,2017-01-05 16:00:00,0,53.345035,-6.267261,7.92,9999.0,5.39,4.95,7.36,8.56,1030,84,5.1,130,75,803,1,2,6,1
113,1483635600,2017-01-05 17:00:00,0,53.345035,-6.267261,7.92,9999.0,4.87,5.95,7.36,8.56,1030,81,3.1,150,75,803,1,2,1,1
114,1483639200,2017-01-05 18:00:00,0,53.345035,-6.267261,7.39,9999.0,4.35,5.01,7.36,7.56,1030,81,3.6,150,75,803,1,2,1,1
115,1483642800,2017-01-05 19:00:00,0,53.345035,-6.267261,7.39,9999.0,4.35,5.66,7.36,8.56,1030,81,2.6,150,75,803,1,2,1,1
116,1483646400,2017-01-05 20:00:00,0,53.345035,-6.267261,6.39,9999.0,4.22,5.53,6.36,8.56,1030,86,1.5,110,75,803,1,2,1,1
117,1483650000,2017-01-05 21:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,5.39,5.36,9.56,1030,86,0.0,0,75,803,1,2,1,1
118,1483653600,2017-01-05 22:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,4.39,5.36,9.56,1029,86,1.5,0,75,803,1,2,1,1
119,1483657200,2017-01-05 23:00:00,0,53.345035,-6.267261,5.39,9999.0,4.35,5.39,5.36,9.56,1030,93,0.5,0,75,500,0,1,0,1
120,1483660800,2017-01-06 00:00:00,0,53.345035,-6.267261,7.39,8000.0,5.37,7.39,7.36,8.56,1029,87,1.0,150,75,500,0,1,0,1
121,1483664400,2017-01-06 01:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,5.66,7.36,8.56,1029,93,2.6,150,75,500,0,1,0,1
122,1483668000,2017-01-06 02:00:00,0,53.345035,-6.267261,8.39,9999.0,6.36,6.84,8.36,8.56,1029,87,2.6,240,75,500,0,1,0,1
123,1483671600,2017-01-06 03:00:00,0,53.345035,-6.267261,9.39,9999.0,6.3,6.57,9.36,9.56,1028,81,5.7,200,75,500,0,1,0,1
124,1483675200,2017-01-06 04:00:00,0,53.345035,-6.267261,9.39,9999.0,6.3,6.24,9.36,9.56,1028,81,6.7,210,75,500,0,1,0,1
125,1483678800,2017-01-06 05:00:00,0,53.345035,-6.267261,9.39,9999.0,7.34,6.4,9.36,9.56,1028,87,6.2,200,75,500,0,1,0,1
126,1483682400,2017-01-06 06:00:00,0,53.345035,-6.267261,9.39,9999.0,7.34,6.79,9.36,9.56,1027,87,5.1,200,75,500,0,1,0,1
127,1483686000,2017-01-06 07:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,6.4,9.36,10.56,1027,93,6.2,200,75,501,0,0,0,1
128,1483689600,2017-01-06 08:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,9.53,10.41,1027,87,5.7,210,90,501,0,0,0,1
129,1483693200,2017-01-06 09:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,10.56,1028,87,5.7,220,90,501,0,0,10,1
130,1483696800,2017-01-06 10:00:00,0,53.345035,-6.267261,10.44,8000.0,9.2,9.94,10.36,10.56,1028,92,6.0,220,75,500,0,1,10,1
131,1483700400,2017-01-06 11:00:00,0,53.345035,-6.267261,11.39,9999.0,9.31,10.86,11.36,11.56,1028,87,4.6,220,75,500,0,1,10,1
132,1483704000,2017-01-06 12:00:00,0,53.345035,-6.267261,11.39,9999.0,10.3,11.01,11.36,11.56,1028,93,6.2,230,75,803,1,2,6,1
133,1483707600,2017-01-06 13:00:00,0,53.345035,-6.267261,11.39,9999.0,10.3,11.01,11.36,12.56,1027,93,7.2,230,75,500,0,1,10,1
134,1483711200,2017-01-06 14:00:00,0,53.345035,-6.267261,11.39,9000.0,10.3,11.01,11.36,12.56,1027,93,6.7,240,75,310,3,9,9,1
135,1483711200,2017-01-06 14:00:00,0,53.345035,-6.267261,11.39,9000.0,10.3,11.01,11.36,12.56,1027,93,6.7,240,75,500,0,1,10,1
136,1483714800,2017-01-06 15:00:00,0,53.345035,-6.267261,11.39,9999.0,10.46,11.04,11.36,11.56,1028,94,6.2,240,75,310,3,9,9,1
137,1483714800,2017-01-06 15:00:00,0,53.345035,-6.267261,11.39,9999.0,10.46,11.04,11.36,11.56,1028,94,6.2,240,75,500,0,1,10,1
138,1483718400,2017-01-06 16:00:00,0,53.345035,-6.267261,11.92,9999.0,11.46,11.7,11.36,12.56,1028,97,6.7,250,75,310,3,9,9,1
139,1483718400,2017-01-06 16:00:00,0,53.345035,-6.267261,11.92,9999.0,11.46,11.7,11.36,12.56,1028,97,6.7,250,75,500,0,1,10,1
140,1483722000,2017-01-06 17:00:00,0,53.345035,-6.267261,11.92,9999.0,11.46,11.7,11.36,12.56,1028,97,6.2,250,75,300,3,7,7,1
141,1483725600,2017-01-06 18:00:00,0,53.345035,-6.267261,11.39,9999.0,11.39,11.2,11.36,11.56,1028,100,6.2,250,75,803,1,2,1,1
142,1483729200,2017-01-06 19:00:00,0,53.345035,-6.267261,11.39,9999.0,11.39,11.2,11.36,11.56,1029,100,5.7,250,75,300,3,7,7,1
143,1483732800,2017-01-06 20:00:00,0,53.345035,-6.267261,11.39,9999.0,10.3,11.01,11.36,11.56,1029,93,3.6,270,75,803,1,2,1,1
144,1483736400,2017-01-06 21:00:00,0,53.345035,-6.267261,11.39,9999.0,10.3,11.01,11.36,11.56,1030,93,5.7,260,75,803,1,2,1,1
145,1483740000,2017-01-06 22:00:00,0,53.345035,-6.267261,11.39,8000.0,10.3,11.01,11.36,11.56,1031,93,4.6,270,75,300,3,7,7,1
146,1483743600,2017-01-06 23:00:00,0,53.345035,-6.267261,10.39,6000.0,10.39,10.1,10.36,10.56,1031,100,4.6,260,75,300,3,7,7,1
147,1483747200,2017-01-07 00:00:00,0,53.345035,-6.267261,10.39,9999.0,9.31,9.91,10.36,10.56,1031,93,3.6,230,75,803,1,2,1,1
148,1483750800,2017-01-07 01:00:00,0,53.345035,-6.267261,10.39,9999.0,9.31,9.91,10.36,10.56,1031,93,4.6,250,75,803,1,2,1,1
149,1483754400,2017-01-07 02:00:00,0,53.345035,-6.267261,9.39,9999.0,9.39,7.45,9.36,10.56,1031,100,3.6,240,75,803,1,2,1,1
150,1483758000,2017-01-07 03:00:00,0,53.345035,-6.267261,9.39,9999.0,9.39,7.72,9.36,10.56,1031,100,3.1,280,75,803,1,2,1,1
151,1483761600,2017-01-07 04:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,7.45,9.36,10.56,1031,93,3.6,280,75,803,1,2,1,1
152,1483765200,2017-01-07 05:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,10.56,1031,87,2.1,270,75,803,1,2,1,1
153,1483768800,2017-01-07 06:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,7.45,9.36,10.56,1031,93,3.6,260,75,803,1,2,1,1
154,1483772400,2017-01-07 07:00:00,0,53.345035,-6.267261,9.39,9999.0,9.39,7.45,9.36,10.56,1031,100,3.6,270,75,300,3,7,7,1
155,1483776000,2017-01-07 08:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,7.45,9.36,9.56,1031,93,3.6,260,75,803,1,2,1,1
156,1483779600,2017-01-07 09:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,8.03,9.36,10.56,1032,93,2.6,250,75,803,1,2,6,1
157,1483783200,2017-01-07 10:00:00,0,53.345035,-6.267261,9.39,9999.0,9.39,7.72,9.36,10.56,1032,100,3.1,240,75,803,1,2,6,1
158,1483786800,2017-01-07 11:00:00,0,53.345035,-6.267261,10.39,9999.0,9.31,9.91,10.36,10.56,1032,93,3.1,270,75,803,1,2,6,1
159,1483790400,2017-01-07 12:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,11.56,1032,87,2.1,250,75,803,1,2,6,1
160,1483794000,2017-01-07 13:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,11.56,1032,87,3.6,280,75,803,1,2,6,1
161,1483797600,2017-01-07 14:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,11.56,1031,87,3.6,280,75,803,1,2,6,1
162,1483801200,2017-01-07 15:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,11.56,1031,87,2.6,280,75,803,1,2,6,1
163,1483804800,2017-01-07 16:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,9.39,9.36,10.56,1031,93,0.0,0,75,803,1,2,6,1
164,1483808400,2017-01-07 17:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,9.39,9.36,10.56,1032,93,0.5,130,75,803,1,2,1,1
165,1483812000,2017-01-07 18:00:00,0,53.345035,-6.267261,8.39,9999.0,7.33,7.81,8.36,10.56,1032,93,1.5,140,75,803,1,2,1,1
166,1483815600,2017-01-07 19:00:00,0,53.345035,-6.267261,8.39,9999.0,7.33,7.23,8.36,9.56,1032,93,2.1,150,75,803,1,2,1,1
167,1483819200,2017-01-07 20:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,8.4,8.53,9.41,1032,93,2.1,190,75,500,0,1,0,1
168,1483822800,2017-01-07 21:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,9.53,10.41,1032,87,2.6,240,75,500,0,1,0,1
